sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_both,Audiogram_time,Audiogram_frequency,Audiogram_none,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
4,0,4,0,1,0,1,0,,,,,,,,1.744162200695984,frequency,5339.0,0.478948000272031,0.0001481954027586962,0,43,[],0.020135870086960495,None,None,180.31078269996215,180.31078269996215,0.22715917008463293,1.971321370780617,180.5282599000493,180.31078269996215,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,1.19657457152744,frequency,3563.0,2.1282059333608885,9.744480214706853e-05,0,44,[],0.020911870058625937,None,['space'],182.29742750001606,182.29742750001606,0.23146597004961222,1.4280405415770523,182.51863119995687,182.29742750001606,[-1.4341081000166014],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,2.4432750317381773,frequency,2378.0,0.7756043532248222,9.096129302930694e-05,0,45,[],0.015337870107032359,None,None,183.74966740002856,183.74966740002856,0.2058545700274408,2.649129601765618,183.95595890004188,183.74966740002856,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,2.0827577668724935,frequency,1587.0,0.8242936279541553,6.119244529960275e-05,0,46,[],0.013295370154082775,None,None,186.42670039995573,186.42670039995573,0.2150013701757416,2.297759137048235,186.64251410006545,186.42670039995573,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,1.707123655722369,frequency,1059.0,0.0,4.6520243959050635e-05,0,47,[],0.01893807004671544,None,None,188.7529913999606,188.7529913999606,0.21943846996873617,1.9265621256911052,188.9771880999906,188.7529913999606,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,2.758219462099842,frequency,,,,1,47,[],0.021182370139285922,None,None,190.71647800004575,190.71647800004575,0.23524207016453147,2.9934615322643734,190.93712390004657,190.71647800004575,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,2.512895410517727,frequency,472.0,0.2718695554426225,7.519249071289464e-05,0,48,[],0.022420670022256672,None,None,193.7171882999828,193.7171882999828,0.233434270019643,2.74632968053737,193.93579869996756,193.7171882999828,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
4,0,4,0,8,0,8,0,,,,,,,,2.8222243412646124,frequency,315.0,-0.25311162254155795,9.578873175073098e-05,0,49,[],0.02105067006777972,None,['space'],196.47419670003,196.47419670003,0.22952317004092038,3.051747511305533,196.70297230000142,196.47419670003,[-2.331089699990116],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,,201.8147622999968,None,2.073685108797316,both,708.0,-0.29714591757947323,4.283390969425341e-05,0,28,[],0.024312069988809526,None,None,202.82946539996192,None,0.24164827005006373,2.3153333788473796,203.04957340005785,None,,199.54324649996124,None,0.16666666666666666,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,2.073685108797316,both,631.0,0.7283880153941042,5.554492894657038e-05,0,29,[],0.013087369967252016,None,None,205.14643710001837,205.14643710001837,0.21457726997323334,2.288262378770549,205.365354700014,205.14643710001837,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,2.073685108797316,both,562.0,1.727347353868038,7.536397126155282e-05,0,30,[],0.020030169980600476,0.21186577004846185,['space'],207.46952939999755,207.46952939999755,0.21186577004846185,2.2855508788457777,207.66940590005834,207.46952939999755,[-1.9018293999833986],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,2.073685108797316,both,501.0,0.9354381119214613,7.939489630168854e-05,0,31,[],0.012076570186764002,None,['space'],209.77790139999706,209.77790139999706,0.2143171700881794,2.2880022788854952,210.0003466999624,209.77790139999706,[-1.9541972000151873],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,2.073685108797316,both,,,,1,31,[],0.020436170045286417,None,['space'],212.10443289997056,212.10443289997056,0.22942027007229626,2.303105378869612,212.31681180000305,212.10443289997056,[-1.9932825999567285],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,2.073685108797316,both,397.0,1.1975859663382789,8.876571996585605e-05,0,32,[],0.021784869953989983,None,None,214.41826920001768,214.41826920001768,0.2282598699675873,2.301944978764903,214.63974110002164,214.41826920001768,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,2.073685108797316,both,354.0,2.0,0.00011141034968120162,0,33,[],0.020454470068216324,None,['space'],216.74280929996166,216.74280929996166,0.2319820700213313,2.305667178818647,216.9578556000488,216.74280929996166,[-1.926436600042507],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,2.073685108797316,both,315.0,0.6038525375952539,0.00010572133321129037,0,34,[],0.01720747002400458,None,['space'],219.05584950000048,219.05584950000048,0.23107777000404894,2.3047628788013648,219.27295999997295,219.05584950000048,[-1.9688883000053465],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,2.073685108797316,both,281.0,-2.0312295968523615,0.00010656534199116832,0,35,[],0.016153369913809,None,['space'],221.3737938000122,221.3737938000122,0.21850136993452907,2.292186478731845,221.59208880004007,221.3737938000122,[-1.949902500025928],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,2.073685108797316,both,250.0,1.2159941436933313,0.00019265030970432528,0,36,[],0.01670326991006732,None,['space'],223.69199880002998,223.69199880002998,0.22125586995389313,2.294940978751209,223.9142783000134,223.69199880002998,[-1.9323164999950677],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,10,0,10,0,,,,,,,,2.073685108797316,both,223.0,1.1344027734290152,0.0002511273387313656,0,37,[],0.014156969962641597,None,['space'],226.01668230001815,226.01668230001815,0.21516217000316828,2.288847278800484,226.23065419995692,226.01668230001815,[-2.016957000014372],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
5,0,5,0,11,0,11,0,,,,,,,,2.073685108797316,both,199.0,1.3491406800523975,0.0003143006153124947,0,38,[],0.015600769896991551,None,['space'],228.33132540003862,228.33132540003862,0.21937566995620728,2.293060778753523,228.55095970002003,228.33132540003862,[-2.0118409000569955],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
